bike_number,rideable_type,country,introduced_date
W007309,docked_bike,US,2023-04-12
W008456,classic_bike,US,2023-04-12
W008186,classic_bike,US,2023-04-12
W005897,classic_bike,US,2023-04-12
W009060,classic_bike,CAN,2023-01-01
W006425,classic_bike,CAN,2023-01-01
W002938,docked_bike,CAN,2023-01-01
W004869,classic_bike,CAN,2023-01-01
W007073,classic_bike,CAN,2023-01-01
W000402,classic_bike,US,2023-06-18
W007487,classic_bike,US,2023-06-18
W003747,classic_bike,US,2023-06-18
W004735,classic_bike,US,2023-06-18
W002993,classic_bike,US,2023-06-18
W001114,classic_bike,CAN,2023-04-12
W001643,electric_bike,CAN,2023-04-12
W004825,classic_bike,CAN,2023-04-12
W002383,electric_bike,CAN,2023-04-12
W009423,classic_bike,CAN,2023-04-12
W009594,classic_bike,US,2023-06-18
W000913,electric_bike,US,2023-06-18
W001225,classic_bike,US,2023-06-18
W004484,classic_bike,US,2023-06-18
W003405,classic_bike,US,2023-06-18
W003845,classic_bike,CAN,2023-02-10
W005406,classic_bike,CAN,2023-02-10
W005541,classic_bike,CAN,2023-02-10
W008889,classic_bike,CAN,2023-02-10
W000381,classic_bike,CAN,2023-02-10
W001338,classic_bike,CAN,2023-04-12
W003011,classic_bike,CAN,2023-04-12
W005925,classic_bike,CAN,2023-04-12
W007678,classic_bike,CAN,2023-04-12
W004507,classic_bike,CAN,2023-04-12
W009655,classic_bike,US,2023-01-01
W001857,classic_bike,US,2023-01-01
W003485,classic_bike,US,2023-01-01
W007546,classic_bike,US,2023-01-01
W008897,classic_bike,US,2023-01-01
W009255,electric_bike,CAN,2023-05-12
W006486,classic_bike,CAN,2023-05-12
W008565,classic_bike,CAN,2023-05-12
W001681,classic_bike,CAN,2023-05-12
W001267,classic_bike,CAN,2023-05-12
W008462,classic_bike,CAN,2023-03-25
W008331,classic_bike,CAN,2023-03-25
W005491,docked_bike,CAN,2023-03-25
W001688,classic_bike,CAN,2023-03-25
W009333,classic_bike,CAN,2023-03-25
W002159,classic_bike,US,2023-02-10
W003335,classic_bike,US,2023-02-10
W004095,classic_bike,US,2023-02-10
W008123,classic_bike,US,2023-02-10
W007901,classic_bike,US,2023-02-10
W009542,classic_bike,US,2023-06-18
W006090,classic_bike,US,2023-06-18
W002503,classic_bike,US,2023-06-18
W007570,classic_bike,US,2023-06-18
W007984,classic_bike,US,2023-06-18
W001335,classic_bike,US,2023-04-12
W005369,classic_bike,US,2023-04-12
W006164,classic_bike,US,2023-04-12
W006362,classic_bike,US,2023-04-12
W007712,classic_bike,US,2023-04-12
W004379,classic_bike,CAN,2023-05-12
W008674,classic_bike,CAN,2023-05-12
W007290,classic_bike,CAN,2023-05-12
W006321,classic_bike,CAN,2023-05-12
W004817,classic_bike,CAN,2023-05-12
W001419,classic_bike,US,2023-07-07
W007689,classic_bike,US,2023-07-07
W009203,classic_bike,US,2023-07-07
W008982,classic_bike,US,2023-07-07
W004011,classic_bike,US,2023-07-07
W002078,classic_bike,CAN,2023-07-07
W006319,classic_bike,CAN,2023-07-07
W004900,classic_bike,CAN,2023-07-07
W006967,classic_bike,CAN,2023-07-07
W006858,classic_bike,CAN,2023-07-07
W006140,classic_bike,CAN,2023-03-25
W004733,classic_bike,CAN,2023-03-25
W006143,classic_bike,CAN,2023-03-25
W009449,classic_bike,CAN,2023-03-25
W006337,electric_bike,CAN,2023-03-25
W002588,classic_bike,CAN,2023-01-01
W009886,electric_bike,CAN,2023-01-01
W000701,classic_bike,CAN,2023-01-01
W003059,classic_bike,CAN,2023-01-01
W001541,classic_bike,CAN,2023-01-01
W005375,classic_bike,CAN,2023-07-07
W003524,electric_bike,CAN,2023-07-07
W000625,classic_bike,CAN,2023-07-07
W007587,classic_bike,CAN,2023-07-07
W007993,classic_bike,CAN,2023-07-07
W006587,classic_bike,US,2023-06-18
W008968,docked_bike,US,2023-06-18
W001059,classic_bike,US,2023-06-18
W003115,classic_bike,US,2023-06-18
W001981,classic_bike,US,2023-06-18
W003142,electric_bike,US,2023-05-12
W009844,classic_bike,US,2023-05-12
W004308,classic_bike,US,2023-05-12
W003272,classic_bike,US,2023-05-12
W007133,classic_bike,US,2023-05-12
W004178,classic_bike,CAN,2023-01-01
W002771,classic_bike,CAN,2023-01-01
W005504,classic_bike,CAN,2023-01-01
W001478,classic_bike,CAN,2023-01-01
W002758,classic_bike,CAN,2023-01-01
W000757,classic_bike,CAN,2023-01-01
W003971,electric_bike,CAN,2023-01-01
W006941,classic_bike,CAN,2023-01-01
W005664,classic_bike,CAN,2023-01-01
W007051,classic_bike,CAN,2023-01-01
W001612,classic_bike,CAN,2023-01-01
W007308,classic_bike,CAN,2023-01-01
W004813,classic_bike,CAN,2023-01-01
W000040,electric_bike,CAN,2023-01-01
W009146,classic_bike,CAN,2023-01-01
W006305,classic_bike,US,2023-06-18
W000874,classic_bike,US,2023-06-18
W003166,classic_bike,US,2023-06-18
W000509,classic_bike,US,2023-06-18
W008692,classic_bike,US,2023-06-18
W004142,classic_bike,US,2023-03-25
W009638,classic_bike,US,2023-03-25
W009597,docked_bike,US,2023-03-25
W003697,classic_bike,US,2023-03-25
W001293,classic_bike,US,2023-03-25
W009439,electric_bike,CAN,2023-07-07
W000493,classic_bike,CAN,2023-07-07
W002403,classic_bike,CAN,2023-07-07
W005691,electric_bike,CAN,2023-07-07
W009973,classic_bike,CAN,2023-07-07
W006471,classic_bike,US,2023-07-07
W003016,electric_bike,US,2023-07-07
W006124,electric_bike,US,2023-07-07
W007306,electric_bike,US,2023-07-07
W001754,classic_bike,US,2023-07-07
W003127,classic_bike,US,2023-06-18
W009262,classic_bike,US,2023-06-18
W008598,classic_bike,US,2023-06-18
W004073,classic_bike,US,2023-06-18
W006458,classic_bike,US,2023-06-18
W004793,classic_bike,US,2023-07-07
W003108,classic_bike,US,2023-07-07
W005672,classic_bike,US,2023-07-07
W006218,classic_bike,US,2023-07-07
W009417,classic_bike,US,2023-07-07
W001441,classic_bike,CAN,2023-01-01
W004582,classic_bike,CAN,2023-01-01
W006614,classic_bike,CAN,2023-01-01
W008707,classic_bike,CAN,2023-01-01
W000811,classic_bike,CAN,2023-01-01
W004267,classic_bike,US,2023-04-12
W009553,electric_bike,US,2023-04-12
W002773,classic_bike,US,2023-04-12
W002515,classic_bike,US,2023-04-12
W008033,classic_bike,US,2023-04-12
W009425,classic_bike,CAN,2023-07-07
W007118,classic_bike,CAN,2023-07-07
W007405,classic_bike,CAN,2023-07-07
W006219,classic_bike,CAN,2023-07-07
W001824,electric_bike,CAN,2023-07-07
W008573,classic_bike,US,2023-01-01
W004931,classic_bike,US,2023-01-01
W002633,classic_bike,US,2023-01-01
W008855,classic_bike,US,2023-01-01
W001445,classic_bike,US,2023-01-01
W000470,classic_bike,US,2023-06-18
W005814,classic_bike,US,2023-06-18
W003387,electric_bike,US,2023-06-18
W006302,classic_bike,US,2023-06-18
W005157,classic_bike,US,2023-06-18
W008121,classic_bike,US,2023-04-12
W007061,classic_bike,US,2023-04-12
W002683,classic_bike,US,2023-04-12
W001249,classic_bike,US,2023-04-12
W001780,classic_bike,US,2023-04-12
W004963,classic_bike,CAN,2023-04-12
W003937,classic_bike,CAN,2023-04-12
W002390,classic_bike,CAN,2023-04-12
W009801,classic_bike,CAN,2023-04-12
W005187,classic_bike,CAN,2023-04-12
W007820,classic_bike,CAN,2023-04-12
W009758,classic_bike,CAN,2023-04-12
W009971,classic_bike,CAN,2023-04-12
W002183,classic_bike,CAN,2023-04-12
W008412,classic_bike,CAN,2023-04-12
W002786,electric_bike,US,2023-06-18
W000178,classic_bike,US,2023-06-18
W008793,classic_bike,US,2023-06-18
W002679,electric_bike,US,2023-06-18
W008595,classic_bike,US,2023-06-18
W005844,classic_bike,US,2023-03-25
W003696,classic_bike,US,2023-03-25
W006087,classic_bike,US,2023-03-25
W009669,classic_bike,US,2023-03-25
W007301,classic_bike,US,2023-03-25
W001862,classic_bike,US,2023-05-12
W007416,classic_bike,US,2023-05-12
W002705,classic_bike,US,2023-05-12
W005119,classic_bike,US,2023-05-12
W009277,classic_bike,US,2023-05-12
W006168,classic_bike,CAN,2023-06-18
W008536,docked_bike,CAN,2023-06-18
W003927,classic_bike,CAN,2023-06-18
W001962,classic_bike,CAN,2023-06-18
W006599,classic_bike,CAN,2023-06-18
W009816,classic_bike,US,2023-04-12
W008755,classic_bike,US,2023-04-12
W000702,classic_bike,US,2023-04-12
W005895,classic_bike,US,2023-04-12
W002276,classic_bike,US,2023-04-12
W007527,classic_bike,CAN,2023-07-07
W009649,classic_bike,CAN,2023-07-07
W009601,electric_bike,CAN,2023-07-07
W009650,electric_bike,CAN,2023-07-07
W001809,classic_bike,CAN,2023-07-07
W006019,classic_bike,CAN,2023-03-25
W009221,classic_bike,CAN,2023-03-25
W002017,classic_bike,CAN,2023-03-25
W001069,classic_bike,CAN,2023-03-25
W006092,classic_bike,CAN,2023-03-25
W005734,classic_bike,CAN,2023-03-25
W003588,classic_bike,CAN,2023-03-25
W003107,classic_bike,CAN,2023-03-25
W002449,classic_bike,CAN,2023-03-25
W002986,classic_bike,CAN,2023-03-25
W001818,classic_bike,CAN,2023-05-12
W002661,classic_bike,CAN,2023-05-12
W003357,classic_bike,CAN,2023-05-12
W000962,classic_bike,CAN,2023-05-12
W009897,classic_bike,CAN,2023-05-12
W007541,classic_bike,US,2023-07-07
W006466,classic_bike,US,2023-07-07
W009558,classic_bike,US,2023-07-07
W003021,classic_bike,US,2023-07-07
W004466,classic_bike,US,2023-07-07
W005220,classic_bike,US,2023-01-01
W004200,classic_bike,US,2023-01-01
W005784,classic_bike,US,2023-01-01
W006237,classic_bike,US,2023-01-01
W002966,classic_bike,US,2023-01-01
W006594,classic_bike,US,2023-03-25
W000644,electric_bike,US,2023-03-25
W009734,classic_bike,US,2023-03-25
W000102,classic_bike,US,2023-03-25
W004430,classic_bike,US,2023-03-25
W001106,classic_bike,US,2023-03-25
W000948,classic_bike,US,2023-03-25
W005192,classic_bike,US,2023-03-25
W008890,classic_bike,US,2023-03-25
W005148,classic_bike,US,2023-03-25
W006282,classic_bike,US,2023-02-10
W009846,classic_bike,US,2023-02-10
W000762,classic_bike,US,2023-02-10
W004203,classic_bike,US,2023-02-10
W009384,classic_bike,US,2023-02-10
W003730,classic_bike,US,2023-07-07
W000049,classic_bike,US,2023-07-07
W002660,classic_bike,US,2023-07-07
W003050,classic_bike,US,2023-07-07
W000228,classic_bike,US,2023-07-07
W005126,classic_bike,US,2023-01-01
W008078,classic_bike,US,2023-01-01
W009235,classic_bike,US,2023-01-01
W001906,classic_bike,US,2023-01-01
W000844,classic_bike,US,2023-01-01
W003837,classic_bike,US,2023-06-18
W002790,classic_bike,US,2023-06-18
W004502,classic_bike,US,2023-06-18
W005917,classic_bike,US,2023-06-18
W001991,classic_bike,US,2023-06-18
W003542,classic_bike,US,2023-04-12
W001125,electric_bike,US,2023-04-12
W002306,classic_bike,US,2023-04-12
W007774,classic_bike,US,2023-04-12
W002028,classic_bike,US,2023-04-12
W000635,classic_bike,US,2023-06-18
W002707,classic_bike,US,2023-06-18
W002038,classic_bike,US,2023-06-18
W002086,classic_bike,US,2023-06-18
W004338,classic_bike,US,2023-06-18
W008686,classic_bike,US,2023-03-25
W001468,classic_bike,US,2023-03-25
W007538,classic_bike,US,2023-03-25
W005279,classic_bike,US,2023-03-25
W009397,classic_bike,US,2023-03-25
W007498,classic_bike,CAN,2023-01-01
W007609,classic_bike,CAN,2023-01-01
W005571,classic_bike,CAN,2023-01-01
W007949,classic_bike,CAN,2023-01-01
W001944,classic_bike,CAN,2023-01-01
W006955,classic_bike,US,2023-06-18
W000093,classic_bike,US,2023-06-18
W005651,classic_bike,US,2023-06-18
W008357,classic_bike,US,2023-06-18
W005586,classic_bike,US,2023-06-18
W002230,classic_bike,US,2023-03-25
W000985,classic_bike,US,2023-03-25
W006692,classic_bike,US,2023-03-25
W003463,classic_bike,US,2023-03-25
W004745,classic_bike,US,2023-03-25
W002979,electric_bike,CAN,2023-04-12
W000759,classic_bike,CAN,2023-04-12
W000205,classic_bike,CAN,2023-04-12
W008702,classic_bike,CAN,2023-04-12
W001766,classic_bike,CAN,2023-04-12
W008603,classic_bike,US,2023-01-01
W007517,classic_bike,US,2023-01-01
W006752,classic_bike,US,2023-01-01
W003735,classic_bike,US,2023-01-01
W005325,classic_bike,US,2023-01-01
W001535,classic_bike,CAN,2023-05-12
W001662,classic_bike,CAN,2023-05-12
W004636,classic_bike,CAN,2023-05-12
W006800,classic_bike,CAN,2023-05-12
W008275,classic_bike,CAN,2023-05-12
W001269,classic_bike,US,2023-05-12
W007114,electric_bike,US,2023-05-12
W006388,classic_bike,US,2023-05-12
W000191,classic_bike,US,2023-05-12
W004591,electric_bike,US,2023-05-12
W004412,classic_bike,US,2023-05-12
W001281,classic_bike,US,2023-05-12
W006001,classic_bike,US,2023-05-12
W005214,classic_bike,US,2023-05-12
W007896,classic_bike,US,2023-05-12
W008578,classic_bike,US,2023-02-10
W004164,classic_bike,US,2023-02-10
W005054,classic_bike,US,2023-02-10
W000555,classic_bike,US,2023-02-10
W002508,classic_bike,US,2023-02-10
W009691,classic_bike,US,2023-07-07
W005794,classic_bike,US,2023-07-07
W004706,classic_bike,US,2023-07-07
W006495,classic_bike,US,2023-07-07
W008946,electric_bike,US,2023-07-07
W000564,classic_bike,CAN,2023-02-10
W006789,classic_bike,CAN,2023-02-10
W005689,classic_bike,CAN,2023-02-10
W000869,classic_bike,CAN,2023-02-10
W002162,classic_bike,CAN,2023-02-10
W003404,classic_bike,CAN,2023-03-25
W008955,classic_bike,CAN,2023-03-25
W003145,electric_bike,CAN,2023-03-25
W009021,classic_bike,CAN,2023-03-25
W000593,electric_bike,CAN,2023-03-25
W001137,classic_bike,US,2023-07-07
W008411,classic_bike,US,2023-07-07
W006989,electric_bike,US,2023-07-07
W005351,classic_bike,US,2023-07-07
W004541,classic_bike,US,2023-07-07
W003170,classic_bike,CAN,2023-02-10
W003379,classic_bike,CAN,2023-02-10
W001183,classic_bike,CAN,2023-02-10
W009568,electric_bike,CAN,2023-02-10
W005336,classic_bike,CAN,2023-02-10
W008821,classic_bike,CAN,2023-04-12
W006812,classic_bike,CAN,2023-04-12
W003089,classic_bike,CAN,2023-04-12
W006768,classic_bike,CAN,2023-04-12
W009933,classic_bike,CAN,2023-04-12
W004873,classic_bike,CAN,2023-07-07
W009953,classic_bike,CAN,2023-07-07
W000541,classic_bike,CAN,2023-07-07
W001525,electric_bike,CAN,2023-07-07
W005338,classic_bike,CAN,2023-07-07
W007019,classic_bike,CAN,2023-05-12
W004684,classic_bike,CAN,2023-05-12
W009620,classic_bike,CAN,2023-05-12
W008580,classic_bike,CAN,2023-05-12
W006334,classic_bike,CAN,2023-05-12
W007447,classic_bike,US,2023-04-12
W002256,classic_bike,US,2023-04-12
W001646,classic_bike,US,2023-04-12
W008759,classic_bike,US,2023-04-12
W006666,classic_bike,US,2023-04-12
W007508,classic_bike,US,2023-07-07
W007732,classic_bike,US,2023-07-07
W001347,classic_bike,US,2023-07-07
W008500,classic_bike,US,2023-07-07
W000681,classic_bike,US,2023-07-07
W007350,classic_bike,US,2023-05-12
W002293,classic_bike,US,2023-05-12
W006492,classic_bike,US,2023-05-12
W008458,electric_bike,US,2023-05-12
W002143,classic_bike,US,2023-05-12
W003344,classic_bike,US,2023-04-12
W005899,classic_bike,US,2023-04-12
W009674,classic_bike,US,2023-04-12
W009612,classic_bike,US,2023-04-12
W007566,classic_bike,US,2023-04-12
W007835,classic_bike,CAN,2023-05-12
W004363,classic_bike,CAN,2023-05-12
W004921,classic_bike,CAN,2023-05-12
W005828,classic_bike,CAN,2023-05-12
W009128,classic_bike,CAN,2023-05-12
W006194,classic_bike,CAN,2023-02-10
W000119,classic_bike,CAN,2023-02-10
W000654,classic_bike,CAN,2023-02-10
W009891,classic_bike,CAN,2023-02-10
W002062,classic_bike,CAN,2023-02-10
W007956,classic_bike,CAN,2023-06-18
W001166,classic_bike,CAN,2023-06-18
W006488,classic_bike,CAN,2023-06-18
W000942,classic_bike,CAN,2023-06-18
W000133,classic_bike,CAN,2023-06-18
W005540,classic_bike,US,2023-07-07
W004458,classic_bike,US,2023-07-07
W005829,docked_bike,US,2023-07-07
W001590,electric_bike,US,2023-07-07
W008402,classic_bike,US,2023-07-07
W008541,electric_bike,CAN,2023-03-25
W009551,classic_bike,CAN,2023-03-25
W000732,classic_bike,CAN,2023-03-25
W009909,classic_bike,CAN,2023-03-25
W004986,classic_bike,CAN,2023-03-25
W003488,classic_bike,US,2023-04-12
W008244,classic_bike,US,2023-04-12
W002441,classic_bike,US,2023-04-12
W004356,classic_bike,US,2023-04-12
W002018,classic_bike,US,2023-04-12
W006654,classic_bike,US,2023-07-07
W004399,classic_bike,US,2023-07-07
W008534,classic_bike,US,2023-07-07
W000828,classic_bike,US,2023-07-07
W005391,classic_bike,US,2023-07-07
W007200,electric_bike,CAN,2023-05-12
W009821,classic_bike,CAN,2023-05-12
W004311,classic_bike,CAN,2023-05-12
W003637,classic_bike,CAN,2023-05-12
W009462,classic_bike,CAN,2023-05-12
W008295,classic_bike,US,2023-07-07
W005813,classic_bike,US,2023-07-07
W004026,classic_bike,US,2023-07-07
W001151,classic_bike,US,2023-07-07
W004096,classic_bike,US,2023-07-07
W003517,classic_bike,CAN,2023-06-18
W009919,electric_bike,CAN,2023-06-18
W004836,classic_bike,CAN,2023-06-18
W008492,classic_bike,CAN,2023-06-18
W003029,classic_bike,CAN,2023-06-18
W000012,classic_bike,US,2023-06-18
W008560,classic_bike,US,2023-06-18
W005288,classic_bike,US,2023-06-18
W000915,classic_bike,US,2023-06-18
W005494,docked_bike,US,2023-06-18
W000721,classic_bike,CAN,2023-03-25
W009338,classic_bike,CAN,2023-03-25
W008670,classic_bike,CAN,2023-03-25
W005488,classic_bike,CAN,2023-03-25
W004862,classic_bike,CAN,2023-03-25
W001989,classic_bike,CAN,2023-04-12
W000333,classic_bike,CAN,2023-04-12
W007530,electric_bike,CAN,2023-04-12
W009361,electric_bike,CAN,2023-04-12
W005044,classic_bike,CAN,2023-04-12
W001849,docked_bike,CAN,2023-06-18
W007003,classic_bike,CAN,2023-06-18
W006963,classic_bike,CAN,2023-06-18
W006370,classic_bike,CAN,2023-06-18
W006120,classic_bike,CAN,2023-06-18
W003390,classic_bike,US,2023-04-12
W002466,classic_bike,US,2023-04-12
W002699,classic_bike,US,2023-04-12
W006979,classic_bike,US,2023-04-12
W009341,electric_bike,US,2023-04-12
W008021,classic_bike,CAN,2023-02-10
W004157,electric_bike,CAN,2023-02-10
W002900,classic_bike,CAN,2023-02-10
W001732,classic_bike,CAN,2023-02-10
W000529,classic_bike,CAN,2023-02-10
W001618,classic_bike,US,2023-04-12
W004698,classic_bike,US,2023-04-12
W000494,electric_bike,US,2023-04-12
W003350,classic_bike,US,2023-04-12
W004905,classic_bike,US,2023-04-12
W007868,electric_bike,CAN,2023-01-01
W009574,classic_bike,CAN,2023-01-01
W002560,classic_bike,CAN,2023-01-01
W008554,classic_bike,CAN,2023-01-01
W008469,electric_bike,CAN,2023-01-01
W002573,classic_bike,US,2023-01-01
W005305,classic_bike,US,2023-01-01
W000064,classic_bike,US,2023-01-01
W003519,electric_bike,US,2023-01-01
W007462,classic_bike,US,2023-01-01
W007401,classic_bike,CAN,2023-01-01
W008865,classic_bike,CAN,2023-01-01
W002213,docked_bike,CAN,2023-01-01
W002809,classic_bike,CAN,2023-01-01
W007010,classic_bike,CAN,2023-01-01
W000015,classic_bike,US,2023-06-18
W009098,classic_bike,US,2023-06-18
W008464,classic_bike,US,2023-06-18
W009729,docked_bike,US,2023-06-18
W008740,classic_bike,US,2023-06-18
W002262,classic_bike,CAN,2023-04-12
W007084,classic_bike,CAN,2023-04-12
W003218,classic_bike,CAN,2023-04-12
W009564,classic_bike,CAN,2023-04-12
W001273,classic_bike,CAN,2023-04-12
W000932,docked_bike,US,2023-05-12
W004201,classic_bike,US,2023-05-12
W001888,classic_bike,US,2023-05-12
W000403,classic_bike,US,2023-05-12
W004455,classic_bike,US,2023-05-12
W009294,classic_bike,US,2023-02-10
W007788,classic_bike,US,2023-02-10
W008439,classic_bike,US,2023-02-10
W009206,classic_bike,US,2023-02-10
W004137,classic_bike,US,2023-02-10
W008211,classic_bike,US,2023-02-10
W001218,classic_bike,US,2023-02-10
W008996,classic_bike,US,2023-02-10
W004033,classic_bike,US,2023-02-10
W001108,classic_bike,US,2023-02-10
W009566,classic_bike,CAN,2023-01-01
W003831,classic_bike,CAN,2023-01-01
W001110,classic_bike,CAN,2023-01-01
W006964,classic_bike,CAN,2023-01-01
W001407,docked_bike,CAN,2023-01-01
W001979,docked_bike,CAN,2023-03-25
W000014,classic_bike,CAN,2023-03-25
W003452,classic_bike,CAN,2023-03-25
W006499,classic_bike,CAN,2023-03-25
W007239,classic_bike,CAN,2023-03-25
W000192,docked_bike,US,2023-05-12
W002596,classic_bike,US,2023-05-12
W005017,electric_bike,US,2023-05-12
W003101,classic_bike,US,2023-05-12
W009132,classic_bike,US,2023-05-12
W000531,classic_bike,CAN,2023-01-01
W007677,classic_bike,CAN,2023-01-01
W000518,classic_bike,CAN,2023-01-01
W007886,classic_bike,CAN,2023-01-01
W003966,classic_bike,CAN,2023-01-01
W008296,electric_bike,US,2023-05-12
W005025,classic_bike,US,2023-05-12
W005048,classic_bike,US,2023-05-12
W005932,classic_bike,US,2023-05-12
W006242,classic_bike,US,2023-05-12
W000440,classic_bike,US,2023-06-18
W004687,classic_bike,US,2023-06-18
W005902,classic_bike,US,2023-06-18
W008248,classic_bike,US,2023-06-18
W004999,classic_bike,US,2023-06-18
W000066,electric_bike,US,2023-04-12
W009295,classic_bike,US,2023-04-12
W009168,classic_bike,US,2023-04-12
W004392,classic_bike,US,2023-04-12
W000209,electric_bike,US,2023-04-12
W005726,classic_bike,CAN,2023-03-25
W002410,classic_bike,CAN,2023-03-25
W009859,classic_bike,CAN,2023-03-25
W007824,classic_bike,CAN,2023-03-25
W004173,classic_bike,CAN,2023-03-25
W007720,classic_bike,US,2023-07-07
W002207,classic_bike,US,2023-07-07
W001789,classic_bike,US,2023-07-07
W009418,classic_bike,US,2023-07-07
W001653,classic_bike,US,2023-07-07
W008830,classic_bike,US,2023-01-01
W009108,classic_bike,US,2023-01-01
W004246,classic_bike,US,2023-01-01
W002088,classic_bike,US,2023-01-01
W004888,classic_bike,US,2023-01-01
W004020,classic_bike,CAN,2023-01-01
W004906,classic_bike,CAN,2023-01-01
W006781,classic_bike,CAN,2023-01-01
W009862,classic_bike,CAN,2023-01-01
W001588,classic_bike,CAN,2023-01-01
W005344,docked_bike,CAN,2023-06-18
W009383,classic_bike,CAN,2023-06-18
W000263,electric_bike,CAN,2023-06-18
W008363,classic_bike,CAN,2023-06-18
W003183,classic_bike,CAN,2023-06-18
W005228,classic_bike,CAN,2023-01-01
W008932,classic_bike,CAN,2023-01-01
W001085,classic_bike,CAN,2023-01-01
W009548,classic_bike,CAN,2023-01-01
W007030,classic_bike,CAN,2023-01-01
W005719,classic_bike,US,2023-07-07
W009876,classic_bike,US,2023-07-07
W006385,classic_bike,US,2023-07-07
W000173,classic_bike,US,2023-07-07
W001134,classic_bike,US,2023-07-07
W004161,classic_bike,US,2023-06-18
W007540,classic_bike,US,2023-06-18
W003189,classic_bike,US,2023-06-18
W000291,classic_bike,US,2023-06-18
W009428,classic_bike,US,2023-06-18
W002202,classic_bike,US,2023-07-07
W009885,classic_bike,US,2023-07-07
W003758,docked_bike,US,2023-07-07
W003292,docked_bike,US,2023-07-07
W007331,docked_bike,US,2023-07-07
W005442,classic_bike,CAN,2023-04-12
W001191,classic_bike,CAN,2023-04-12
W002777,classic_bike,CAN,2023-04-12
W009934,classic_bike,CAN,2023-04-12
W008099,classic_bike,CAN,2023-04-12
W003865,classic_bike,CAN,2023-05-12
W002102,classic_bike,CAN,2023-05-12
W005276,classic_bike,CAN,2023-05-12
W009501,classic_bike,CAN,2023-05-12
W000198,classic_bike,CAN,2023-05-12
W007620,classic_bike,CAN,2023-06-18
W009749,classic_bike,CAN,2023-06-18
W001366,classic_bike,CAN,2023-06-18
W002928,classic_bike,CAN,2023-06-18
W003941,electric_bike,CAN,2023-06-18
W003177,classic_bike,US,2023-02-10
W008710,docked_bike,US,2023-02-10
W003313,classic_bike,US,2023-02-10
W009217,classic_bike,US,2023-02-10
W002036,classic_bike,US,2023-02-10
W002834,classic_bike,CAN,2023-02-10
W001863,classic_bike,CAN,2023-02-10
W005680,classic_bike,CAN,2023-02-10
W007327,classic_bike,CAN,2023-02-10
W006147,classic_bike,CAN,2023-02-10
W005956,classic_bike,CAN,2023-06-18
W000567,classic_bike,CAN,2023-06-18
W000517,classic_bike,CAN,2023-06-18
W000148,classic_bike,CAN,2023-06-18
W003243,electric_bike,CAN,2023-06-18
W001549,classic_bike,US,2023-01-01
W004386,classic_bike,US,2023-01-01
W001764,docked_bike,US,2023-01-01
W009142,docked_bike,US,2023-01-01
W001703,classic_bike,US,2023-01-01
W005383,classic_bike,CAN,2023-03-25
W002274,classic_bike,CAN,2023-03-25
W004004,classic_bike,CAN,2023-03-25
W008065,classic_bike,CAN,2023-03-25
W005531,classic_bike,CAN,2023-03-25
W000003,electric_bike,CAN,2023-05-12
W007338,classic_bike,CAN,2023-05-12
W007365,electric_bike,CAN,2023-05-12
W008736,docked_bike,CAN,2023-05-12
W000439,classic_bike,CAN,2023-05-12
W002065,classic_bike,US,2023-04-12
W004770,classic_bike,US,2023-04-12
W005934,classic_bike,US,2023-04-12
W001692,classic_bike,US,2023-04-12
W003578,classic_bike,US,2023-04-12
W008036,classic_bike,CAN,2023-02-10
W005636,classic_bike,CAN,2023-02-10
W007115,electric_bike,CAN,2023-02-10
W004950,classic_bike,CAN,2023-02-10
W000614,electric_bike,CAN,2023-02-10
W003171,classic_bike,CAN,2023-01-01
W003220,classic_bike,CAN,2023-01-01
W008649,docked_bike,CAN,2023-01-01
W002117,classic_bike,CAN,2023-01-01
W009013,classic_bike,CAN,2023-01-01
W006473,docked_bike,CAN,2023-03-25
W006021,classic_bike,CAN,2023-03-25
W001507,classic_bike,CAN,2023-03-25
W000340,classic_bike,CAN,2023-03-25
W009211,classic_bike,CAN,2023-03-25
W009471,classic_bike,CAN,2023-05-12
W007319,classic_bike,CAN,2023-05-12
W003126,classic_bike,CAN,2023-05-12
W001679,classic_bike,CAN,2023-05-12
W004766,classic_bike,CAN,2023-05-12
W003844,classic_bike,CAN,2023-05-12
W007516,classic_bike,CAN,2023-05-12
W005633,classic_bike,CAN,2023-05-12
W002835,classic_bike,CAN,2023-05-12
W003546,classic_bike,CAN,2023-05-12
W009076,classic_bike,CAN,2023-03-25
W002982,classic_bike,CAN,2023-03-25
W000063,classic_bike,CAN,2023-03-25
W000875,classic_bike,CAN,2023-03-25
W002486,classic_bike,CAN,2023-03-25
W009547,classic_bike,US,2023-07-07
W003481,classic_bike,US,2023-07-07
W002939,classic_bike,US,2023-07-07
W006075,classic_bike,US,2023-07-07
W007413,classic_bike,US,2023-07-07
W005446,classic_bike,CAN,2023-02-10
W004241,classic_bike,CAN,2023-02-10
W003228,classic_bike,CAN,2023-02-10
W000967,classic_bike,CAN,2023-02-10
W008646,classic_bike,CAN,2023-02-10
W001510,electric_bike,CAN,2023-04-12
W003420,electric_bike,CAN,2023-04-12
W006053,classic_bike,CAN,2023-04-12
W000933,classic_bike,CAN,2023-04-12
W001373,electric_bike,CAN,2023-04-12
W000100,classic_bike,CAN,2023-01-01
W005402,classic_bike,CAN,2023-01-01
W008343,classic_bike,CAN,2023-01-01
W003020,docked_bike,CAN,2023-01-01
W001155,classic_bike,CAN,2023-01-01
